Product Name,Category,Price,Original Price,Product Link,Image URLs,Sizes,Review||Reviewers
Nike Force 1 LE,Younger Kids' Shoe,Rp959000,-,https://www.nike.com/id/t/force-1-le-younger-shoe-rg3gD7/DH2925-111,,,Review data not available
Nike Air Force 1 LV8,Older Kids' Shoes,Rp978000,Rp1399000,https://www.nike.com/id/t/air-force-1-lv8-older-shoes-b0hM4T/DV1680-100,,,Review data not available
Nike Flex Runner 2 Lil,Baby/Toddler Shoes,Rp488000,Rp579000,https://www.nike.com/id/t/flex-runner-2-lil-shoes-h5BN4k/DX2516-400,,,Review data not available
Nike Force 1,Baby & Toddler Shoes,Rp618000,Rp729000,https://www.nike.com/id/t/force-1-shoes-PfZNkZ/CZ1691-104,,,Review data not available
Air Jordan 1 Low SE,Older Kids' Shoes,Rp1659000,-,https://www.nike.com/id/t/air-jordan-1-low-se-older-shoes-pwgRgs/FN8895-141,,,Review data not available
Nike Dunk Low,Older Kids' Shoes,Rp1229000,-,https://www.nike.com/id/t/dunk-low-older-shoes-JNz8ND/FN7783-400,,,Review data not available
Nike Dynamo Go,Baby/Toddler Easy On/Off Shoes,Rp669000,-,https://www.nike.com/id/t/dynamo-go-easy-on-off-shoes-st92bW/DH3438-300,,,Review data not available
Nike Revolution 6,Younger Kids' Shoes,Rp649000,-,https://www.nike.com/id/t/revolution-6-younger-shoes-d8d8lG/DD1095-500,,,Review data not available
Nike E-Series 1.0,Older Kids' Shoes,Rp828000,Rp979000,https://www.nike.com/id/t/e-series-1-older-shoes-xNbr6X/DV4250-500,,,Review data not available
Nike Jr. Phantom GX Academy,Older Kids' Multi-ground Football Boot,Rp999000,-,https://www.nike.com/id/t/jr-phantom-gx-academy-older-multi-ground-football-boot-QfHqQG/DZ3492-800,,,Review data not available
Air Jordan 1 Mid SE,Older Kids' Shoes,Rp1599000,-,https://www.nike.com/id/t/air-jordan-1-mid-se-older-shoes-BF21nm/FB4417-016,,,Review data not available
LeBron Witness 7,Younger Kids' Shoes,Rp1099000,-,https://www.nike.com/id/t/lebron-witness-7-younger-shoes-QDJM6D/DQ8647-100,,,Review data not available
Tatum 1 'Old School',Younger Kids' Shoes,Rp999000,-,https://www.nike.com/id/t/tatum-1-old-school-younger-shoes-zPHF5Q/FQ8135-001,,,Review data not available
Nike Sunray Adjust 6 SE,Younger Kids' Slides,Rp418000,Rp499000,https://www.nike.com/id/t/sunray-adjust-6-se-younger-slides-ZPkhGZ/DX6385-800,,,Review data not available
Jordan Max Aura 5,Older Kids' Shoes,Rp1349000,-,https://www.nike.com/id/t/jordan-max-aura-5-older-shoes-KrcM3z/FD8789-116,,,Review data not available
Nike Air Force 1 LV8 2,Older Kids' Shoes,Rp1449000,-,https://www.nike.com/id/t/air-force-1-lv8-2-older-shoes-Dv36DN/DZ2660-001,,,Review data not available
Nike Huarache Run,Older Kids' (Boys') Shoes,Rp1018000,Rp1199000,https://www.nike.com/id/t/huarache-run-older-shoes-Wmqk9N/FJ7715-171,,,Review data not available
Nike Force 1 Low SE,Baby/Toddler Shoes,Rp758000,Rp899000,https://www.nike.com/id/t/force-1-low-se-shoes-mr6vW7/FJ4657-800,,,Review data not available
Nike Cortez Basic,Baby/Toddler Shoes,Rp579000,-,https://www.nike.com/id/t/cortez-basic-shoes-cLQNtQ/904769-102,,,Review data not available
LeBron Witness 7 SE,Younger Kids' Shoes,Rp1169000,-,https://www.nike.com/id/t/lebron-witness-7-se-younger-shoes-b3bwxf/FB8986-600,,,Review data not available
Nike Blazer Mid '77 SE,Older Kids' Shoes,Rp1349000,-,https://www.nike.com/id/t/blazer-mid-77-se-older-shoes-rDgDHf/FN6937-100,,,Review data not available
Jordan Play,Older Kids' Slides,Rp499000,-,https://www.nike.com/id/t/jordan-play-older-slides-fZppvs/DN3596-401,,,Review data not available
Nike Air More Uptempo,Older Kids' Shoes,Rp1578000,Rp1859000,https://www.nike.com/id/t/air-more-uptempo-older-shoes-Fx9jLZ/FD0022-001,,,Review data not available
Nike Force 1 LV8,Baby/Toddler Shoes,Rp628000,Rp899000,https://www.nike.com/id/t/force-1-lv8-shoes-6Dpxx8/FD1033-600,,,Review data not available
Nike Jr. Phantom GX Academy,Younger/Older Kids' Turf Football Shoes,Rp999000,-,https://www.nike.com/id/t/jr-phantom-gx-academy-younger-older-football-shoes-NDHwxc/DZ3493-800,,,Review data not available
Nike Air Max SYSTM,Baby/Toddler Shoes,Rp698000,Rp819000,https://www.nike.com/id/t/air-max-systm-shoes-x3Bgkf/DQ0286-107,,,Review data not available
Nike Air Force 1 LV8 3,Older Kids' Shoe,Rp1188000,Rp1399000,https://www.nike.com/id/t/air-force-1-lv8-3-older-shoe-ZHSK2f/CJ4092-002,,,Review data not available
Nike Air More Uptempo,Older Kids' Shoes,Rp1859000,-,https://www.nike.com/id/t/air-more-uptempo-older-shoes-rRQ3NK/DZ2809-001,,,Review data not available
Tatum 1 'Old School',Baby/Toddler Shoes,Rp729000,-,https://www.nike.com/id/t/tatum-1-old-school-shoes-qdvrQt/FQ8136-001,,,Review data not available
Nike Flex Plus 2 SE,Older Kids' Running Shoes,Rp818000,Rp959000,https://www.nike.com/id/t/flex-plus-2-se-older-running-shoes-5Vhwjk/FB8908-800,,,Review data not available
Nike Kawa SE,Baby/Toddler Slides,Rp298000,Rp349000,https://www.nike.com/id/t/kawa-se-slides-bm28q6/DX1979-400,,,Review data not available
Nike Downshifter 12,Younger Kids' Shoes,Rp648000,Rp759000,https://www.nike.com/id/t/downshifter-12-younger-shoes-4vBsSP/DM4193-100,,,Review data not available
Nike Blazer Low '77,Younger Kids' Shoes,Rp618000,Rp729000,https://www.nike.com/id/t/blazer-low-77-younger-shoes-S3fkLP/DA4075-117,,,Review data not available
Nike Flex Plus 2,Baby/Toddler Shoes,Rp729000,-,https://www.nike.com/id/t/flex-plus-2-shoes-S48sDb/DV8998-003,,,Review data not available
LeBron XX,Younger Kids' Shoes,Rp1128000,Rp1329000,https://www.nike.com/id/t/lebron-xx-younger-shoes-m0J68S/DQ8648-200,,,Review data not available
Nike Cortez Basic SL,Older Kids' Shoes,Rp799000,-,https://www.nike.com/id/t/cortez-basic-sl-older-shoes-8kwrrB/904764-102,,,Review data not available
Nike Team Hustle D 11 Lil,Baby/Toddler Shoes,Rp678000,Rp799000,https://www.nike.com/id/t/team-hustle-d-11-lil-shoes-fCV9Lc/DV8993-400,,,Review data not available
Nike Flex Plus 2,Older Kids' Running Shoes,Rp758000,Rp899000,https://www.nike.com/id/t/flex-plus-2-older-running-shoes-kWCpNT/FJ7722-141,,,Review data not available
Freak 4 SE,Younger Kids' Shoes,Rp1129000,-,https://www.nike.com/id/t/freak-4-se-younger-shoes-gwMgkF/DV3016-400,,,Review data not available
Nike Court Borough Low 2,Younger Kids' Shoes,Rp499000,-,https://www.nike.com/id/t/court-borough-low-2-younger-shoes-H6xR7Z/BQ5451-100,,,Review data not available
Sky Jordan 1,Younger Kids' Shoe,Rp959000,-,https://www.nike.com/id/t/sky-jordan-1-younger-shoe-sWmN77/BQ7197-401,,,Review data not available
Nike Star Runner 4,Baby/Toddler Shoes,Rp649000,-,https://www.nike.com/id/t/star-runner-4-shoes-DlCV7P/DX7616-001,,,Review data not available
Air Jordan 5 Retro Low,Older Kids' Shoes,Rp1578000,Rp1859000,https://www.nike.com/id/t/air-jordan-5-retro-low-older-shoes-km4pxj/DX4390-116,,,Review data not available
Nike Flex Runner 2 Lil,Younger Kids' Shoes,Rp649000,-,https://www.nike.com/id/t/flex-runner-2-lil-younger-shoes-8cC4Hk/DZ4487-400,,,Review data not available
Nike Air Max SYSTM,Younger Kids' Shoes,Rp979000,-,https://www.nike.com/id/t/air-max-systm-younger-shoes-WNnDS3/DQ0285-111,,,Review data not available
Nike Star Runner 4 SE,Baby/Toddler Shoes,Rp729000,-,https://www.nike.com/id/t/star-runner-4-se-shoes-5flLqW/FJ1807-300,,,Review data not available
Air Jordan 2 Retro Low,Older Kids' Shoes,Rp1759000,-,https://www.nike.com/id/t/air-jordan-2-retro-low-older-shoes-vR9jGs/FJ6869-104,,,Review data not available
Nike Air Force 1 LV8 3,Older Kids' Shoes,Rp1188000,Rp1399000,https://www.nike.com/id/t/air-force-1-lv8-3-older-shoes-VsckMT/DX1657-100,,,Review data not available
Nike Air Zoom Arcadia 2,Older Kids' Shoes,Rp828000,Rp979000,https://www.nike.com/id/t/air-zoom-arcadia-2-older-shoes-Mb9l9m/FJ7720-141,,,Review data not available
Nike Sunray Adjust 6 SE,Older Kids' Slides,Rp418000,Rp499000,https://www.nike.com/id/t/sunray-adjust-6-se-older-slides-7ZLjNB/DX6383-800,,,Review data not available
Jordan Stadium 90,Older Kids' Shoes,Rp1469000,-,https://www.nike.com/id/t/jordan-stadium-90-older-shoes-2J5HrK/DX4399-103,,,Review data not available
Nike Aqua Sock 360,Baby/Toddler Shoes,Rp548000,Rp649000,https://www.nike.com/id/t/aqua-sock-360-shoes-D3vlbW/DX1873-300,,,Review data not available
Nike Blazer Mid '77,Older Kids' Shoes,Rp1129000,-,https://www.nike.com/id/t/blazer-mid-77-older-shoes-L3QddQ/DA4086-113,,,Review data not available
Nike Force 1 Low SE,Younger Kids' Shoes,Rp828000,Rp979000,https://www.nike.com/id/t/force-1-low-se-younger-shoes-2FkD27/FJ4656-800,,,Review data not available
LeBron XX,Older Kids' Basketball Shoes,Rp1868000,Rp2199000,https://www.nike.com/id/t/lebron-xx-older-basketball-shoes-806ssC/DQ8651-003,,,Review data not available
Nike Star Runner 3,Older Kids' Road Running Shoes,Rp729000,-,https://www.nike.com/id/t/star-runner-3-older-road-running-shoes-S0BkrH/DA2776-601,,,Review data not available
Air Jordan XXXVIII 'FIBA',Older Kids' Shoes,Rp2109000,-,https://www.nike.com/id/t/air-jordan-xxxviii-fiba-older-shoes-jsK87k/FN8277-100,,,Review data not available
Air Jordan 3 Retro SE,Older Kids' Shoes,Rp1748000,Rp2059000,https://www.nike.com/id/t/air-jordan-3-retro-se-older-shoes-qZlQlB/DV7028-108,,,Review data not available
Nike Jr. Phantom GX Academy,Older Kids' Multi-ground Football Boot,Rp1149000,-,https://www.nike.com/id/t/jr-phantom-gx-academy-older-multi-ground-football-boot-SwHWXc/DD9546-705,,,Review data not available
Nike Kawa SE,Older/Younger Kids' Slides,Rp298000,Rp349000,https://www.nike.com/id/t/kawa-se-older-younger-slides-mh6jdW/DX1980-800,,,Review data not available
Nike Dunk Low SE,Younger Kids' Shoes,Rp688000,Rp979000,https://www.nike.com/id/t/dunk-low-se-younger-shoes-nCF8Ws/DV1695-900,,,Review data not available
Nike Star Runner 4 SE,Younger Kids' Shoes,Rp799000,-,https://www.nike.com/id/t/star-runner-4-se-younger-shoes-psp2Kb/FJ1806-300,,,Review data not available
Nike Kawa SE JDI,Younger and Older Kids' Slide,Rp349000,-,https://www.nike.com/id/t/kawa-se-jdi-younger-and-older-slide-Wz0hB8/CT6619-100,,,Review data not available
Nike Kawa,Younger and Older Kids' Slide,Rp349000,-,https://www.nike.com/id/t/kawa-younger-older-slide-GLCZVf/DD8519-001,,,Review data not available
Air Jordan 1 Low OG,Older Kids' Shoes,Rp1659000,-,https://www.nike.com/id/t/air-jordan-1-low-og-older-shoes-k2Pf2P/CZ0858-001,,,Review data not available
Jordan 1 Low Alt SE,Younger Kids' Shoes,Rp818000,Rp959000,https://www.nike.com/id/t/jordan-1-low-alt-se-younger-shoes-TkRdgW/DX6667-701,,,Review data not available
Air Jordan 1 Mid SE,Older Kids' Shoes,Rp1599000,-,https://www.nike.com/id/t/air-jordan-1-mid-se-older-shoes-4V189t/FJ4924-008,,,Review data not available
Nike Dunk High SE,Older Kids' Shoes,Rp1659000,-,https://www.nike.com/id/t/dunk-high-se-older-shoes-JhszFM/FN7995-100,,,Review data not available
Nike Flex Runner 2 Lil,Younger Kids' Shoes,Rp548000,Rp649000,https://www.nike.com/id/t/flex-runner-2-lil-younger-shoes-zqRTtT/DX2515-400,,,Review data not available
Air Max 1,Older Kids' Shoes,Rp1349000,-,https://www.nike.com/id/t/air-max-1-older-shoes-8Gj22m/DZ3307-003,,,Review data not available
Nike Rift,Younger/Older Kids' Shoes,Rp949000,-,https://www.nike.com/id/t/rift-younger-older-shoes-xKKC6x/322359-111,,,Review data not available
Nike MD Runner 2,Younger Kids' Shoes,Rp729000,-,https://www.nike.com/id/t/md-runner-2-younger-shoes-RWvLNM/807317-021,,,Review data not available
